Last Fantasy,13,라망 (L'amant),정재형,정재형,정재형
Modern Times,1,을의 연애 (With 박주원),아이유,박주원,박주원
Modern Times,2,누구나 비밀은 있다 (Feat 가인 of Brown Eyed Girls),김이나,윤상, East4A,윤상, East4A
Modern Times,3,입술 사이 (50cm),G고릴라,G고릴라,G고릴라
Modern Times,4,분홍신,김이나,이민수,이민수, Toyama Kazuhiko
Modern Times,5,Modern Times,김이나,정석원,정석원
Modern Times,6,싫은 날,아이유,아이유,G고릴라
Modern Times,7,Obliviate,G고릴라, 김이나,G고릴라,G고릴라
Modern Times,8,아이야 나랑 걷자 (Feat 최백호),김이나,박주원,박주원
Modern Times,9,Havana,김이나,전정훈,전정훈
Modern Times,10,우울시계 (Feat 종현 of SHINee),김종현,김종현,오준혁
Modern Times,11,한낮의 꿈 (Feat 양희은),PJ, 최갑원,PJ, 최갑원,PJ, 신승익
Modern Times,12,기다려,아이유,TEXU,TEXU
Modern Times,13,Voice Mail (Korean Ver),아이유,아이유,G고릴라
Palette,1,이 지금,아이유,김제휘,김제휘
Palette,2,팔레트 (Feat G-DRAGON of BIGBANG),아이유(랩 메이킹: 지드래곤),아이유,이종훈
Palette,3,이런 엔딩,아이유,샘 김,이종훈
Palette,4,사랑이 잘 (With 오혁),아이유, 오혁,이종훈, 아이유, 오혁,이종훈
Palette,5,잼잼,선우정아, 아이유,선우정아,선우정아, 윤석철
Palette,6,Black Out,아이유,이종훈,이종훈
Palette,7,마침표,아이유,손성제,손성제
Palette,8,밤편지,아이유,김제휘, 김희원,김제휘, 김희원
Palette,9,그렇게 사랑은,이병우,이병우,이병우
Palette,10,이름에게,아이유, 김이나,이종훈,이종훈, 홍소진
LILAC,1,라일락,아이유,임수호, DrJO, 웅킴, N!ko,03:34
LILAC,2,Flu,아이유,라이언 전, Martin coogan, Madilyn Bailey, Zacchariah Palmber, London Jackson, Jacob Chatelain,03:08
LILAC,3,Coin,아이유,Poptime, kako, 아이유,03:13
LILAC,4,봄 안녕 봄,아이유,나얼,05:24
LILAC,5,Celebrity,아이유,라이언 전, Jeppe London Bilsby, Lauritz Enil Christiansen, 아이유, Chloe Latimer, Celine Svanback,03:13
LILAC,6,돌림노래 (FeatDEAN),아이유, Deanfluenza,빅우상, JUNNY, Deanfluenza, jane,03:09
LILAC,7,빈 컵 (Empty Cup),아이유,WOOGIE, PENOMECO,02:19
LILAC,8,아이와 나의 바다,아이유,제휘, 김희원,05:16
LILAC,9,어푸 (Ah puh),아이유, 이찬혁,이찬혁, PEEJAY,03:20
LILAC,10,에필로그,아이유,심은지, SUMIN, 김수영, 임금비,03:49
Lost and Found,1,미운 오리,최갑원,PJ,PJ, 김영환
Lost and Found,2,미아,최갑원,민웅식, 이종훈,이종훈
Lost and Found,3,있잖아 (Feat 마리오),최갑원, 서정진,김세진, 서정진,김세진, 서정진
Lost and Found,4,Feel So Good,최갑원,PJ,PJ
Lost and Found,5,Every Sweet Day,최갑원, 이승민,한상원,한상원
Lost and Found,6,미아 (Instrumental),,민웅식, 이종훈,이종훈
IU...IM,1,Love Attack,최갑원, 한상원,한상원,윤영민
IU...IM,2,기차를 타고,최갑원,이현승,이현승
IU...IM,3,마쉬멜로우,최갑원,김도훈, 박수종,김도훈, 박수종
IU...IM,4,아침 눈물,최갑원,박수종, 이종훈,이종훈
IU...IM,5,두근두근 데이트,최갑원,민웅식, 이종훈,민웅식, 이종훈
IU...IM,6,기차를 타고 (Inst),,이현승,이현승
IU...IM,7,아침 눈물 (Inst),,박수종, 이종훈,이종훈
REAL,1,이게 아닌데,김이나,김형석,윤우석
REAL,2,느리게 하는 일,최갑원,PJ, 민웅식,김진훈
REAL,3,좋은 날,김이나,이민수,이민수
REAL,4,첫 이별 그날 밤,윤종신,윤종신,조정치
REAL,5,혼자 있는 방,최갑원, 아이유,전승우,전승우
REAL,6,미리 메리 크리스마스(Feat 천둥 of MBLAQ),최갑원,신사동호랭이, 최규성,신사동호랭이, 최규성
REAL,7,좋은 날 (Inst),,이민수,이민수
Love poem,1,unlucky,아이유,제휘(편곡: 제휘),3:51
Love poem,2,그 사람,아이유,아이유(편곡: 적재),3:51
Love poem,3,Blueming,아이유,이종훈, 이채규, 아이유(편곡: 이종훈, 이채규),3:37
Love poem,4,시간의 바깥,아이유,이민수(편곡: 이민수),5:00
Love poem,5,자장가,아이유,김희원(편곡: 홍소진),4:21
Love poem,6,Love poem,아이유,이종훈(편곡: 홍소진, 적재),4:18
꽃갈피,1,나의 옛날이야기,조덕배,조덕배,김제휘
꽃갈피,2,꽃,문대현,문대현,G고릴라
꽃갈피,3,삐에로는 우릴 보고 웃지,이승호,손무현,이종훈
꽃갈피,4,사랑이 지나가면,이영훈,이영훈,G고릴라
꽃갈피,5,너의 의미 (Feat 김창완),김한영,김창완,고태영
꽃갈피,6,여름밤의 꿈,윤상,윤상,
꽃갈피,7,꿍따리 샤바라 (Feat 클론),김창환,김창환,이총민
Real+,1,나만 몰랐던 이야기,김이나,윤상,황현
Real+,2,잔혹동화,김이나,saintbinary,saintbinary
Real+,3,나만 몰랐던 이야기 (With Pianist 김광민),김이나,윤상,김광민
스무 살의 봄,1,복숭아,아이유,아이유,G고릴라, 아이유
스무 살의 봄,2,하루 끝,김이나,박근태, 김도훈,김도훈
스무 살의 봄,3,그 애 참 싫다,김은수,심은지,심은지
