Growing Up,1,바라보기,최갑원,PJ,PJ
Growing Up,2,Boo,최갑원, 한상원,한상원,한상원, 윤영민
Growing Up,3,가여워,최갑원,최갑원, PJ,PJ
Growing Up,4,A dreamer,최갑원,김진훈,김진훈
Growing Up,5,Every sweety day,최갑원, 이승민,한상원,한상원
Growing Up,6,미아,최갑원,민웅식, 이종훈,이종훈
Growing Up,7,나 말고 넷,최갑원,PJ, 김영환,PJ
Growing Up,8,있잖아,최갑원, 서정진,김세진, 서정진,김세진, 서정진
Growing Up,9,졸업하는 날,최갑원,이종훈,이종훈
Growing Up,10,Feel so good,최갑원,PJ,PJ
Growing Up,11,미운 오리,최갑원,PJ,PJ, 김영환
Growing Up,12,마주보기 (바라보기 그 후),최갑원,PJ,PJ
Growing Up,13,미아 (Acoustic Ver),최갑원,민웅식, 이종훈,민웅식, 이종훈
Growing Up,14,있잖아 (Rock Ver),최갑원, 서정진,김세진, 서정진,민웅식, 이종훈
Growing Up,15,Boo (Inst),,한상원,한상원, 윤영민
Growing Up,16,가여워 (Inst),,최갑원, PJ,PJ
Last Fantasy,1,비밀,김이나,정석원,정석원
Last Fantasy,2,잠자는 숲 속의 왕자 (Feat 윤상),박창학,윤상,Haihm
Last Fantasy,3,별을 찾는 아이 (Feat 김광진),허승경,김광진,박용준
Last Fantasy,4,너랑 나,김이나,이민수,이민수
Last Fantasy,5,벽지무늬,윤종신,윤종신, 이근호,정석원
Last Fantasy,6,삼촌 (Feat 이적),이적, 아이유,이적,이적, 양시온
Last Fantasy,7,사랑니,G고릴라, 아이유,G고릴라,G고릴라
Last Fantasy,8,Everything's Alright (Feat 김현철),김현철, 아이유,김현철,권태은
Last Fantasy,9,Last Fantasy,김이나,김형석,Cinebro-NOTE (김형석, 류영민)
Last Fantasy,10,Teacher (Feat RaD),RaD, 아이유,RaD,RaD
Last Fantasy,11,길 잃은 강아지,아이유,아이유,G고릴라
Last Fantasy,12,4AM,아이유,Corinne Bailey Rae, Rod Bowkett,
